모델명,제조(수입사),차종,유형,복합_연비,1회충전주행거리,도심_연비,고속도로_연비,등급
짚 레니게이드 2.4,크라이슬러,승용차,다목적형,10,,8.9,11.9,4등급
200,크라이슬러,승용차,일반형,10.9,,8.9,15.1,4등급
200,크라이슬러,승용차,일반형,10.5,,8.7,13.8,4등급
짚 체로키 2.4,크라이슬러,승용차,다목적형,10.1,,8.5,13.4,4등급
짚 랭글러,크라이슬러,승용차,다목적형,9.4,,9.2,9.5,4등급
300C,크라이슬러,승용차,일반형,9.5,,8.1,12.1,4등급
짚랭글러 2.8,크라이슬러,승용차,다목적형,9.5,,8.9,10.4,4등급
짚 컴패스,크라이슬러,승용차,다목적형,10,,,,4등급
아반떼(AD) 1.6LPI (15''/16'' 타이어) (15),현대,승용차,일반형,10.6,,9.3,12.6,4등급
짚 레니게이드 2.4,크라이슬러,승용차,일반형,10,,8.9,11.9,4등급
아슬란 3.0GDI,현대,승용차,일반형,9.5,,8.1,11.8,4등급
아슬란 3.3GDI,현대,승용차,일반형,9.5,,8.1,11.9,4등급
파나메라 디젤,포르쉐,승용차,일반형,11.5,,9.8,14.7,4등급
파나메라 S E-Hybrid,포르쉐,승용차,일반형,10.9,,9.9,12.4,4등급
카이엔 디젤 플래티늄에디션,포르쉐,승용차,다목적형,10.9,,9.7,13,4등급
L200,미쓰비시,화물차,화물,9.6,,9,10.4,4등급
L200,미쓰비시,화물차,화물,10.9,,10.1,12,4등급
카이맨,포르쉐,승용차,일반형,10.7,,9.2,13.3,4등급
카이맨 S,포르쉐,승용차,일반형,9.5,,8.3,11.5,4등급
카이맨 S,포르쉐,승용차,일반형,10.1,,8.8,12.5,4등급
카이맨,포르쉐,승용차,일반형,10,,8.6,12.4,4등급
카이엔 디젤,포르쉐,승용차,다목적형,10.9,,9.7,13,4등급
카이엔 S 디젤,포르쉐,승용차,다목적형,10,,8.8,12,4등급
RVR 4WD,미쓰비시,승용차,다목적형,10.7,,9.7,12.2,4등급
RVR 2WD,미쓰비시,승용차,다목적형,11,,10,12.5,4등급
파제로,미쓰비시,승용차,다목적형,9.4,,8.8,10.3,4등급
아웃랜더 2.4,미쓰비시,승용차,다목적형,9.9,,8.8,11.7,4등급
랜서,미쓰비시,승용차,일반형,11.1,,9.9,13.1,4등급
파나메라 S 하이브리드,포르쉐,승용차,일반형,10.9,,10,12.2,4등급
Legacy 2.5,스바루,승용차,일반형,11.1,,9.9,13,4등급
Outback 2.5,스바루,승용차,다목적형,10.9,,9.7,12.8,4등급
카이엔 디젤,포르쉐,승용차,다목적형,10.9,,9.7,13,4등급
카이엔 S 하이브리드,포르쉐,승용차,다목적형,10,,8.6,12.5,4등급
박스터,포르쉐,승용차,일반형,10,,8.6,12.4,4등급
911 카레라 S,포르쉐,승용차,일반형,9.4,,8.2,11.4,4등급
박스터 S,포르쉐,승용차,일반형,9.5,,8.3,11.5,4등급
박스터,포르쉐,승용차,일반형,10.7,,9.2,13.3,4등급
박스터 S,포르쉐,승용차,일반형,10.1,,8.8,12.5,4등급
스피라,어울림,승용차,일반형,9.4,,,,4등급
아웃랜더,미쓰비시,승용차,다목적형,9.5,,,,4등급
911 타르가 4,포르쉐,승용차,일반형,8.5,,,,4등급
911 카레라 4,포르쉐,승용차,일반형,8.5,,,,4등급
911 카레라 4 카브리올레,포르쉐,승용차,일반형,8.5,,,,4등급
911 카레라 S 카브리올레,포르쉐,승용차,일반형,8.4,,,,4등급
911 카레라 S,포르쉐,승용차,일반형,8.4,,,,4등급
아이오닉6 (CE1) FL N 빌트인캠 통합,현대,승용차,일반형,4.2,387,4.4,4,3등급
Mercedes-Benz EQE 350 +,벤츠,승용차,일반형,4.5,490,4.6,4.3,3등급
Model 3 Performance,테슬라코리아 유한회사,승용차,일반형,4.8,450,4.9,4.5,3등급
BMW 220i Active Tourer,BMW,승용차,일반형,11.9,,10.6,13.9,3등급
EMEYA 600,Lotus ,승용차,일반형,4.4,518,4.2,4.6,3등급
"SCENIC_E3/E3+_19""",르노코리아 주식회사,승용차,일반형,4.4,460,4.7,4.1,3등급
A6 e-tron quattro,아우디,승용차,일반형,4.3,452,4.4,4.2,3등급
BMW i4 M60 xDrive,BMW,승용차,일반형,4.2,391,4.3,4.2,3등급
BMW i4 eDrive40,BMW,승용차,일반형,4.7,432,4.8,4.5,3등급
"SCENIC_E4_20""",르노코리아 주식회사,승용차,일반형,4.4,460,4.7,4.1,3등급
BYD SEALION 7,BYD,승용차,다목적형,4.3,405,4.7,3.9,3등급
PV5(SW1) 카고 롱 항속형 3DR 16인치 빌트인캠 없음,기아,화물차,밴형,4.7,377,5.3,4.1,3등급
볼보 EX30CC Twin Motor Perf,볼보,승용차,다목적형,4.4,329,4.7,4,3등급
PV5 (SW1) 패신저 항속형 2WD 5인 16인치 빌트인캠 없음,기아,승용차,기타형,4.5,358,5.1,3.9,3등급
아이오닉6 (CE1) N-Line FL 항속형 AWD 20인치 빌트인캠 통합,현대,승용차,일반형,4.6,428,4.8,4.3,3등급
아이오닉6 (CE1) FL 항속형 AWD 20인치 빌트인캠 통합,현대,승용차,일반형,4.8,440,5,4.5,3등급
PV5(SW1) 카고 롱 기본형 3DR 16인치 빌트인캠 없음,기아,화물차,밴형,4.8,280,5.6,4,3등급
PV5(SW1) 카고 롱 기본형 4DR 16인치 빌트인캠 없음,기아,화물차,밴형,4.7,271,5.4,4,3등급
PV5(SW1) 카고 롱 항속형 4DR 16인치 빌트인캠 없음,기아,화물차,밴형,4.7,377,5.3,4.1,3등급
BMW i5 eDrive40,BMW,승용차,일반형,4.8,453,4.9,4.6,3등급
Peugeot 5008 Hybrid,PSA Automobiles,승용차,다목적형,13.3,,12.8,14,3등급
BMW X6 xDrive30d M Sport,BMW,승용차,다목적형,11.7,,10.6,13.3,3등급
EMEYA S,Lotus ,승용차,일반형,4.4,518,4.2,4.6,3등급
BMW i5 xDrive40,BMW,승용차,일반형,4.3,412,4.3,4.3,3등급
토레스 EVX 밴 20인치타이어,케이지모빌리티,화물차,밴형,4.5,420,4.8,4.1,3등급
토레스 EVX 밴 18인치타이어,케이지모빌리티,화물차,밴형,4.6,430,5,4.2,3등급
볼보 EX40 Single Motor ER,볼보,승용차,다목적형,4.9,434,5.4,4.4,3등급
"ARKANA 1.6 (18"" Tire)",르노코리아 주식회사,승용차,기타형,12.8,,11.4,15,3등급
BMW 220 Gran Coupe,BMW,승용차,일반형,12.3,,10.8,14.9,3등급
BMW 120,BMW,승용차,일반형,12,,10.6,14.3,3등급
Q5 Sportback 40 TDI quattro,아우디,승용차,다목적형,12.8,,12.4,13.2,3등급
팰리세이드(LX3) 2.5T-GDI HEV 2WD 6AT 7인 20인치,현대,승용차,다목적형,12.7,,12.9,12.4,3등급
팰리세이드(LX3) 2.5T-GDI HEV AWD 6AT 7인 18인치,현대,승용차,다목적형,12.5,,12.5,12.5,3등급
팰리세이드(LX3) 2.5T-GDI HEV 2WD 6AT 7인 21인치,현대,승용차,다목적형,12.5,,12.5,12.5,3등급
팰리세이드(LX3) 2.5T-GDI HEV AWD 6AT 9인 18인치,현대,승용차,다목적형,12.5,,12.5,12.5,3등급
팰리세이드(LX3) 2.5T-GDI HEV 2WD 6AT 9인 21인치,현대,승용차,다목적형,12.5,,12.5,12.5,3등급
팰리세이드(LX3) 2.5T-GDI HEV 2WD 6AT 9인 20인치,현대,승용차,다목적형,12.7,,12.9,12.4,3등급
Polestar 4 Long Range Dual Motor 20 21인치,폴스타,승용차,다목적형,4.2,455,4.4,4,3등급
BMW iX1 eDrive20,BMW,승용차,일반형,4.6,340,4.8,4.5,3등급
GV60(JW FL) 4WD 20인치,현대,승용차,다목적형,4.4,415,4.7,4.1,3등급
GV60(JW FL) 4WD 19인치,현대,승용차,다목적형,4.6,437,5,4.2,3등급
MUSSO EV 2WD 17인치,케이지모빌리티,화물차,일반형,4.2,400,4.6,3.8,3등급
스타리아(US4) 라운지 리무진 1.6T-GDI 하이브리드 6AT 7인 18인치,현대,승용차,기타형,12.1,,13.2,11,3등급
MINI John Cooper Works,MINI,승용차,일반형,12,,10.6,14.3,3등급
Q6 Sportback e-tron performance,아우디,승용차,다목적형,4.2,444,4.6,3.8,3등급
Q6 e-tron performance range,아우디,승용차,다목적형,4.8,507,5.2,4.4,3등급
Q6 Sportback e-tron,아우디,승용차,다목적형,4.4,379,4.8,4.1,3등급
볼보 EX30 Single Motor ER,볼보,승용차,다목적형,4.8,351,5.2,4.4,3등급
MINI Cooper C Five-door,MINI,승용차,일반형,12.3,,10.7,15.2,3등급
스타리아(US4) 라운지 리무진 1.6T-GDI 하이브리드 6AT 9인 18인치,현대,승용차,기타형,12.1,,13.2,11,3등급
BMW 228 xDrive Gran Coupe,BMW,승용차,일반형,11.7,,10.1,14.3,3등급
MINI Cooper C Convertible,MINI,승용차,일반형,12.3,,10.8,14.8,3등급
MINI Cooper S Convertible,MINI,승용차,일반형,11.9,,10.5,14.2,3등급
Mercedes-Benz EQE 350 +,벤츠,승용차,일반형,4.6,513,4.8,4.4,3등급
Mercedes-Benz EQE 350 4MATIC,벤츠,승용차,일반형,4.2,449,4.3,4.1,3등급
Q6 e-tron performance,아우디,승용차,다목적형,4.3,468,4.7,3.9,3등급
A6 e-tron performance,아우디,승용차,일반형,4.5,469,4.7,4.2,3등급
S6 e-tron,아우디,승용차,일반형,4.2,440,4.3,4,3등급
Q5 40 TDI quattro,아우디,승용차,다목적형,12.7,,12.3,13.1,3등급
타이칸 4 (5인승),포르쉐,승용차,일반형,4.2,422,4.3,4.2,3등급
아이오닉9(ME1) 항속형 RWD 19인치,현대,승용차,다목적형,4.3,532,4.7,3.9,3등급
아이오닉9(ME1) 항속형 RWD 21인치,현대,승용차,다목적형,4.2,511,4.6,3.8,3등급
토레스 EVX 20인치,케이지모빌리티,승용차,기타형,4.7,436,5,4.3,3등급
토레스 EVX 18인치,케이지모빌리티,승용차,기타형,4.8,452,5.2,4.5,3등급
Mercedes-Benz GLE 300 d 4MATIC,벤츠,승용차,다목적형,11.6,,11,12.5,3등급
마칸 4,포르쉐,승용차,다목적형,4.2,454,4.6,3.7,3등급
마칸,포르쉐,승용차,다목적형,4.3,474,4.8,3.9,3등급
K5(DL3) PE 2.0CVVL 6AT 16인치 빌트인캠 유 (25MY),기아,승용차,일반형,12.3,,10.9,14.5,3등급
K5(DL3) PE 2.0CVVL 6AT 16인치 빌트인캠 무 (25MY),기아,승용차,일반형,12.6,,11.2,14.7,3등급
K5(DL3) PE 1.6T-GDI 8AT 18인치 (25MY),기아,승용차,일반형,13,,11.5,15.4,3등급
EV9 (MV1) 기본형 2WD 7인 19인치,기아,승용차,다목적형,4.2,374,4.8,3.7,3등급
스포티지(NQ5) PE 1.6T-GDI 2WD 8AT 18인치 빌트인캠 유,기아,승용차,다목적형,11.7,,10.6,13.3,3등급
"스포티지(NQ5) PE 1.6T-GDI 2WD 8AT 18인치 빌트인캠 무	",기아,승용차,다목적형,12,,10.8,13.7,3등급
스포티지(NQ5) PE 1.6T-GDI 2WD 8AT 17인치 빌트인캠 유,기아,승용차,다목적형,12,,10.9,13.6,3등급
스포티지(NQ5) PE 1.6T-GDI 2WD 8AT 17인치 빌트인캠 무,기아,승용차,다목적형,12.3,,11.2,14,3등급
Mercedes-Benz GLE 300 d 4MATIC,벤츠,승용차,다목적형,11.6,,11,12.5,3등급
EV9 (MV1) 기본형 2WD 6인 19인치,기아,승용차,다목적형,4.2,374,4.8,3.7,3등급
Mercedes-Benz C 200,벤츠,승용차,일반형,12,,10.5,14.5,3등급
Polestar 4 Long Range Single Motor,폴스타,승용차,다목적형,4.6,511,4.8,4.4,3등급
Mercedes-Benz CLE 200 Coupe,벤츠,승용차,일반형,11.7,,10.3,14,3등급
BYD ATTO3,BYD,승용차,다목적형,4.7,321,5.2,4.3,3등급
Mercedes-Benz S 350 d 4MATIC,벤츠,승용차,일반형,13,,11.3,15.9,3등급
EV9 2WD 19인치 6인 (25MY),기아,승용차,다목적형,4.2,501,4.7,3.6,3등급
EV9 2WD 19인치 7인 (25MY),기아,승용차,다목적형,4.2,501,4.7,3.6,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 7인 20인치 25MY,기아,승용차,다목적형,12.6,,11.4,14.6,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 6인 20인치 25MY,기아,승용차,다목적형,12.6,,11.4,14.6,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 5인 20인치 25MY,기아,승용차,다목적형,12.6,,11.4,14.6,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 7인 18인치 빌트인캠 유 25MY,기아,승용차,다목적형,13.1,,11.5,15.6,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 6인 18인치 빌트인캠 유 25MY,기아,승용차,다목적형,13.1,,11.5,15.6,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 5인 18인치 빌트인캠 유 25MY,기아,승용차,다목적형,13.1,,11.5,15.6,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 7인 18인치 빌트인캠 무 25MY,기아,승용차,다목적형,13.3,,11.8,15.8,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 6인 18인치 빌트인캠 무 25MY,기아,승용차,다목적형,13.3,,11.8,15.8,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 5인 18인치 빌트인캠 무 25MY,기아,승용차,다목적형,13.3,,11.8,15.8,3등급
쏘렌토(MQ4 PE) 2.2디젤 2WD 7인 20인치 25MY,기아,승용차,다목적형,13.2,,11.7,15.8,3등급
쏘렌토(MQ4 PE) 2.2디젤 2WD 6인 20인치 25MY,기아,승용차,다목적형,13.2,,11.7,15.8,3등급
쏘렌토(MQ4 PE) 2.2디젤 2WD 5인 20인치 25MY,기아,승용차,다목적형,13.2,,11.7,15.8,3등급
쏘렌토(MQ4 PE) 2.2디젤 2WD 7인 18인치 빌트인캠 유 25MY,기아,승용차,다목적형,13.7,,12.1,16.5,3등급
쏘렌토(MQ4 PE) 2.2디젤 2WD 6인 18인치 빌트인캠 유 25MY,기아,승용차,다목적형,13.7,,12.1,16.5,3등급
캐스퍼(AX1) EV CROSS 바스켓 루프랙 17인치,현대,승용차,일반형,4.4,248,5,3.9,3등급
GV70(JK1) Electrified FL 19인치,현대,승용차,다목적형,4.5,423,4.8,4.2,3등급
GV70(JK1) Electrified FL 20인치,현대,승용차,다목적형,4.2,400,4.5,3.9,3등급
ID.4 Pro,폭스바겐,승용차,다목적형,4.9,424,5.2,4.5,3등급
MINI Cooper C,MINI,승용차,일반형,12.5,,10.9,15.3,3등급
Mercedes-Benz S 450 d 4MATIC,벤츠,승용차,일반형,12.8,,11.2,15.7,3등급
BMW 320i,BMW,승용차,일반형,12.2,,10.9,14.2,3등급
BMW i4 eDrive40,BMW,승용차,일반형,4.5,420,4.5,4.4,3등급
볼보 S60B5,볼보,승용차,일반형,11.9,,10.5,14.3,3등급
BMW 320i Touring,BMW,승용차,일반형,11.9,,10.7,14,3등급
Mercedes-Benz GLB 200 d,벤츠,승용차,다목적형,13.7,,12.5,15.4,3등급
BMW 420i Gran Coupe,BMW,승용차,일반형,11.8,,10.7,13.5,3등급
BYD SEAL Dynamic AWD,BYD,승용차,일반형,4.2,404,4.4,4,3등급
BMW 320i,BMW,승용차,일반형,12.2,,10.9,14.2,3등급
BMW M340i,BMW,승용차,일반형,12,,10.8,13.9,3등급
K8(GL3 PE) 2.5 GDI 18인치,기아,승용차,일반형,11.6,,9.9,14.5,3등급
K8(GL3 PE) 2.5 GDI 17인치(nC),기아,승용차,일반형,12,,10.2,15,3등급
스타리아(US4)라운지 하이브리드 1.6T-GDI 모빌리티 7인 18인치(nC),현대,승용차,기타형,12.6,,13.5,11.6,3등급
A3 40 TFSI,아우디,승용차,일반형,12.4,,10.7,15.4,3등급
스타리아(US4)라운지 하이브리드 1.6T-GDI 모빌리티 9인 18인치(nC),현대,승용차,기타형,12.6,,13.5,11.6,3등급
스타리아(US4)라운지 하이브리드 1.6T-GDI 모빌리티 7인 18인치(C),현대,승용차,기타형,12.4,,13.1,11.6,3등급
스타리아(US4)라운지 하이브리드 1.6T-GDI 모빌리티 9인 18인치(C),현대,승용차,기타형,12.4,,13.1,11.6,3등급
MINI Cooper S five-door,MINI,승용차,일반형,12.4,,10.9,14.8,3등급
Mercedes-Benz E 200,벤츠,승용차,일반형,12.3,,10.6,15.3,3등급
G80(RG3) Electrified 개조,현대,승용차,일반형,4.4,475,4.6,4.3,3등급
CHEVROLET EQUINOX EV,GM,승용차,일반형,4.8,483,5.1,4.3,3등급
BMW X4 xDrive20d,BMW,승용차,다목적형,12.5,,11.3,14.4,3등급
BMW 420i Coupe,BMW,승용차,일반형,12.2,,11,14.1,3등급
BMW 420i Convertible,BMW,승용차,일반형,12.3,,11.1,14.2,3등급
타이칸 (High),포르쉐,승용차,일반형,4.3,500,4.3,4.2,3등급
BMW X3 xDrive20d,BMW,승용차,다목적형,12.4,,11.4,14,3등급
MINI Countryman SE ALL4,MINI,승용차,일반형,4.4,326,4.6,4.3,3등급
MINI Countryman E,MINI,승용차,일반형,4.8,349,4.9,4.6,3등급
타이칸,포르쉐,승용차,일반형,4.5,458,4.7,4.4,3등급
코란도 EV 2WD,케이지모빌리티,승용차,기타형,4.8,401,5.2,4.3,3등급
타이칸 (5인승),포르쉐,승용차,일반형,4.5,458,4.7,4.4,3등급
"타이칸 (High, 5인승)",포르쉐,승용차,일반형,4.3,500,4.3,4.2,3등급
"ARKANA 1.3 (18"" tire)",르노코리아자동차(주),승용차,기타형,13.2,,11.8,15.3,3등급
"ARKANA 1.6 (16"" tire)",르노코리아자동차(주),승용차,기타형,13.4,,12.1,15.4,3등급
Mercedes-Benz CLA 250 4MATIC,벤츠,승용차,일반형,12,,10.5,14.4,3등급
EV6 항속형 4WD 개조차 20인치,기아,승용차,다목적형,4.6,432,4.9,4.2,3등급
EV6 항속형 4WD 개조차 19인치,기아,승용차,다목적형,4.9,461,5.3,4.4,3등급
EV6 항속형 2WD 개조차 20인치,기아,승용차,다목적형,4.9,456,5.5,4.3,3등급
MINI Cooper S,MINI,승용차,일반형,12.7,,11.3,15.1,3등급
아이오닉5 N-line RWD,현대,승용차,다목적형,4.7,441,5.2,4.1,3등급
Mercedes-Benz A 220 Sedan,벤츠,승용차,일반형,12.5,,11.1,14.9,3등급
아이오닉5 N-line AWD,현대,승용차,다목적형,4.4,411,4.8,3.9,3등급
Mercedes Benz C 200,벤츠,승용차,일반형,11.9,,10.5,14.2,3등급
Mercedes-Benz A 220,벤츠,승용차,일반형,12.2,,10.7,14.5,3등급
Mercedes-Benz CLE 200 Cabriolet,벤츠,승용차,일반형,12.1,,10.4,15.1,3등급
아이오닉5 개조 항속형 AWD 19인치,현대,승용차,다목적형,4.8,451,5.2,4.3,3등급
아이오닉5 개조 항속형 AWD 20인치,현대,승용차,다목적형,4.5,425,4.9,4,3등급
BMW iX2 xDrive30,BMW,승용차,다목적형,4.5,331,4.6,4.5,3등급
BMW iX2 eDrive20,BMW,승용차,일반형,4.8,350,4.9,4.7,3등급
Model 3 Performance,테슬라코리아 유한회사,승용차,다목적형,4.8,430,5,4.6,3등급
BMW 320d xDrive,BMW,승용차,일반형,13.7,,12,16.7,3등급
"Mercedes-Benz CLE 200 Coupe	",벤츠,승용차,일반형,12.1,,10.4,15.2,3등급
토레스 EVX VAN 20인치타이어,케이지모빌리티,화물차,밴형,4.8,400,5.2,4.4,3등급
토레스 EVX VAN 18인치타이어,케이지모빌리티,화물차,밴형,4.9,411,5.3,4.5,3등급
BMW i5 xDrive40,BMW,승용차,일반형,4.4,412,4.3,4.4,3등급
아이오닉5 개조 항속형 RWD 20인치,현대,승용차,다목적형,4.9,453,5.3,4.4,3등급
"ARKANA 1.6 (17"" tire) LRRC",르노코리아자동차(주),승용차,기타형,13.6,,12.3,15.6,3등급
"스타리아(US4) 하이브리드 1.6T-GDI 11인 17""",현대,승합차,일반형,12.6,,13.1,12,3등급
"스타리아(US4) 밴 하이브리드 1.6T-GDI 3인 17""",현대,화물차,밴형,13,,13.9,12,3등급
"스타리아(US4) 하이브리드 1.6T-GDI 9인 17"" (nC)",현대,승용차,기타형,12.6,,13.5,11.6,3등급
"스타리아(US4) 하이브리드 1.6T-GDI 9인 18"" (nC)",현대,승용차,기타형,12.6,,13.5,11.6,3등급
"스타리아(US4)라운지 하이브리드1.6T-GDI 7인 18""(nC)",현대,승용차,기타형,12.6,,13.5,11.6,3등급
"스타리아(US4) 하이브리드 1.6T-GDI 9인 17"" (C)",현대,승용차,기타형,12.4,,13.1,11.6,3등급
"스타리아(US4) 하이브리드 1.6T-GDI 9인 18"" (C)",현대,승용차,기타형,12.4,,13.1,11.6,3등급
"스타리아(US4)라운지 하이브리드1.6T-GDI 7인 18""(C)",현대,승용차,기타형,12.4,,13.1,11.6,3등급
"스타리아(US4) 하이브리드 1.6T-GDI 11인 18""",현대,승합차,일반형,12.6,,13.1,12,3등급
"스타리아(US4) 밴 하이브리드 1.6T-GDI 5인 17""",현대,화물차,밴형,13,,13.9,12,3등급
"스타리아(US4)라운지 하이브리드1.6T-GDI 9인 18""(nC)",현대,승용차,기타형,12.6,,13.5,11.6,3등급
"스타리아(US4)라운지 하이브리드1.6T-GDI 9인 18""(C)",현대,승용차,기타형,12.4,,13.1,11.6,3등급
카니발(KA4 PE) HEV 1.6T-GDI 하이리무진 7인 19“,기아,승용차,기타형,13,,13.8,12.1,3등급
" 카니발(KA4 PE) HEV 1.6T-GDI 하이리무진 9인 18/19""",기아,승용차,기타형,13,,13.8,12.1,3등급
"카니발(KA4 PE) HEV 1.6T-GDI 하이리무진 4인 19""",기아,승용차,기타형,12.4,,12.9,11.9,3등급
ID.4 Pro,폭스바겐,승용차,다목적형,4.9,424,5.2,4.5,3등급
Q4 45 e-tron,아우디,승용차,다목적형,4.7,406,5,4.3,3등급
Q4 Sportback 45 e-tron,아우디,승용차,다목적형,4.7,406,5,4.3,3등급
코나 일렉트릭(N-Line) 19인치,현대,승용차,다목적형,4.7,364,5.1,4.3,3등급
Mercedes-Benz E 200 ,벤츠,승용차,일반형,12.4,,10.6,15.7,3등급
"투싼 개조 2.0 디젤 8AT AWD 17""",현대,승용차,다목적형,12.6,,11.4,14.4,3등급
"투싼 개조 2.0 디젤 8AT AWD 18""",현대,승용차,다목적형,12.9,,11.7,14.6,3등급
"투싼 개조 2.0 디젤 8AT AWD 19""",현대,승용차,다목적형,12.4,,11.2,14.1,3등급
"투싼 개조 1.6T-GDI 7DCT AWD 17""",현대,승용차,다목적형,11.6,,10.7,12.8,3등급
"투싼 개조 1.6T-GDI 7DCT 2WD 17""",현대,승용차,다목적형,12.5,,11.5,13.9,3등급
"투싼 개조 1.6T-GDI 7DCT 2WD 18"" (nC)",현대,승용차,다목적형,12.5,,11.5,13.8,3등급
"투싼 개조 1.6T-GDI 7DCT 2WD 18"" (C)",현대,승용차,다목적형,12.3,,11.3,13.7,3등급
"투싼 개조 1.6T-GDI 7DCT 2WD 19""",현대,승용차,다목적형,12,,10.9,13.6,3등급
"BMW i5 eDrive40 (19"", 20"")",BMW,승용차,일반형,4.6,441,4.6,4.6,3등급
"카니발(KA4 PE) 2.2디젤 7인 19"" (nC)",기아,승용차,기타형,13.1,,11.6,15.3,3등급
"카니발(KA4 PE) 2.2디젤 7인 19"" (C)",기아,승용차,기타형,13,,11.5,15.2,3등급
"카니발(KA4 PE) HEV 1.6T-GDI 7/9인 19""",기아,승용차,기타형,13.5,,14,12.9,3등급
"카니발(KA4 PE) HEV 1.6T-GDI 9인 18""(C)",기아,승용차,기타형,13.7,,14,13.4,3등급
"카니발(KA4 PE) 2.2디젤 하이리무진 7인 19""",기아,승용차,기타형,11.7,,10.4,13.6,3등급
" 카니발(KA4 PE) 2.2디젤 하이리무진 9인 18/19""",기아,승용차,기타형,11.7,,10.4,13.7,3등급
"카니발(KA4 PE) 2.2디젤 9인 18/19"" (nC)",기아,승용차,기타형,13.1,,11.6,15.3,3등급
"카니발(KA4 PE) 2.2디젤 9인 18/19"" (C)",기아,승용차,기타형,13,,11.5,15.2,3등급
